strategy_id,entry_time,exit_time,direction,entry_price,exit_price,size,pnl,return_pct,exit_reason
A,2025-05-02,2025-05-02,long,1.1345954303741455,1.1296498775482178,10000,-49.45552825927679,-0.004358868979665138,eod
A,2025-05-19,2025-05-19,long,1.1224944953918456,1.1187559366226196,10000,-37.38558769226019,-0.0033305809378788493,eod
A,2025-05-23,2025-05-23,long,1.134955680847168,1.1281843185424805,10000,-67.71362304687445,-0.005966190943802387,eod
A,2025-05-26,2025-05-26,long,1.1381564502716064,1.1372811794281006,10000,-8.752708435058043,-0.0007690250697054277,eod
A,2025-05-29,2025-05-29,long,1.1350586776733398,1.128426194190979,10000,-66.32483482360784,-0.005843295692832505,stop_loss
A,2025-05-30,2025-05-30,long,1.1374450092315673,1.1378376483917236,10000,3.9263916015630507,0.00034519397154994194,eod
A,2025-06-02,2025-06-02,long,1.1395429735183715,1.1353315114974976,10000,-42.11462020873968,-0.0036957465569472637,eod
A,2025-06-03,2025-06-03,long,1.1454114084243774,1.1453442573547363,10000,-0.6715106964105821,-5.862615750739807e-05,eod
A,2025-06-05,2025-06-05,long,1.143958366394043,1.1422044038772583,10000,-17.53962516784613,-0.001533239817383748,eod
A,2025-06-10,2025-06-10,long,1.1445337896347045,1.138757586479187,10000,-57.76203155517523,-0.005046773811161212,stop_loss
A,2025-06-12,2025-06-12,long,1.149595058441162,1.1509333848953247,10000,13.383264541626527,0.0011641720659250295,eod
A,2025-06-20,2025-06-20,long,1.1491859321594238,1.1512778997421265,10000,20.919675827026918,0.0018203908733651973,eod
A,2025-06-23,2025-06-23,long,1.1539557342529296,1.1496102809906006,10000,-43.45453262329046,-0.003765701866495157,stop_loss
A,2025-06-24,2025-06-24,long,1.1556746129989623,1.1599044799804688,10000,42.29866981506403,0.003660084710634896,eod
A,2025-06-26,2025-06-26,long,1.1636423234939575,1.1704591226577756,10000,68.16799163818166,0.005858156777376415,take_profit
A,2025-06-27,2025-06-27,long,1.1748428707122802,1.1692214012145996,10000,-56.214694976806086,-0.004784869226190598,eod
A,2025-06-30,2025-06-30,long,1.1755881671905517,1.1727453470230103,10000,-28.42820167541449,-0.0024182109406011526,eod
A,2025-07-01,2025-07-01,long,1.177663004875183,1.178717017173767,10000,10.540122985840394,0.0008950033194731722,eod
A,2025-07-10,2025-07-10,long,1.1733830337524414,1.1690847873687744,10000,-42.98246383666937,-0.0036631230041918052,stop_loss
A,2025-07-18,2025-07-18,long,1.1640754108428955,1.161548137664795,10000,-25.27273178100531,-0.002171056234467282,eod
A,2025-07-21,2025-07-21,long,1.1674564247131347,1.1630746126174927,10000,-43.818120956420344,-0.0037532981984477287,eod
A,2025-07-22,2025-07-22,long,1.1721736555099487,1.1694538593292236,10000,-27.197961807250426,-0.0023203014058030573,eod
A,2025-07-24,2025-07-24,long,1.1757538681030273,1.1774264574050903,10000,16.725893020630433,0.001422567552137094,eod
A,2025-07-28,2025-07-28,long,1.1765693788528442,1.1707408428192139,10000,-58.28536033630316,-0.004953839644639691,stop_loss
A,2025-08-01,2025-08-01,long,1.1465267305374145,1.1406540870666504,10000,-58.72643470764105,-0.005122116488301503,stop_loss
A,2025-08-04,2025-08-04,long,1.1587921743392944,1.158668041229248,10000,-1.2413311004633165,-0.0001071228411747847,eod
A,2025-08-07,2025-08-07,long,1.165146029472351,1.1663167476654053,10000,11.707181930542543,0.0010047823735746038,eod
A,2025-08-12,2025-08-12,long,1.1681785945892333,1.1618449687957764,10000,-63.33625793456976,-0.0054217957962875265,eod
A,2025-08-22,2025-08-22,long,1.1666943197250366,1.1602678298950195,10000,-64.26489830017034,-0.005508289293404302,stop_loss
A,2025-08-28,2025-08-28,long,1.1647799377441406,1.1647952795028687,10000,0.1534175872808241,1.3171379615101538e-05,eod
A,2025-08-29,2025-08-29,long,1.169270432472229,1.1681560277938843,10000,-11.144046783446715,-0.0009530769336127375,eod
A,2025-09-01,2025-09-01,long,1.1712408428192138,1.1691803932189941,10000,-20.604496002196715,-0.0017592023133859505,eod
A,2025-09-05,2025-09-05,long,1.1672931079864501,1.1733975124359128,10000,61.044044494626974,0.00522953867173313,take_profit
A,2025-09-09,2025-09-09,long,1.176085389137268,1.1769136190414429,10000,8.282299041748598,0.0007042259956842233,eod
A,2025-09-11,2025-09-11,long,1.1735204820632934,1.1688660383224487,10000,-46.54443740844671,-0.003966222841429397,stop_loss
A,2025-09-15,2025-09-15,long,1.175312078475952,1.1726491451263428,10000,-26.6293334960932,-0.002265724481503153,eod
A,2025-09-16,2025-09-16,long,1.1779401664733886,1.1763737201690674,10000,-15.66446304321234,-0.0013298182275344138,eod
A,2025-09-23,2025-09-23,long,1.1791893606185913,1.1801080703735352,10000,9.187097549439027,0.0007791028189585739,eod
A,2025-09-29,2025-09-29,long,1.1707202558517456,1.170823097229004,10000,1.0284137725835585,8.784453565598782e-05,eod
A,2025-10-16,2025-10-16,long,1.1653223400115966,1.1646324396133423,10000,-6.899003982543395,-0.0005920253774998203,eod
A,2025-10-17,2025-10-17,long,1.1683286790847778,1.1699601411819458,10000,16.314620971680238,0.0013964067872116659,eod
A,2025-10-24,2025-10-24,long,1.1626150970458984,1.1618045568466187,10000,-8.105401992797301,-0.0006971698555603146,eod
A,2025-10-28,2025-10-28,long,1.165458119392395,1.165175199508667,10000,-2.8291988372797228,-0.00024275422601669372,eod
A,2025-11-06,2025-11-06,long,1.150295413017273,1.1496764421463013,10000,-6.189708709716246,-0.0005380973130615536,eod
A,2025-11-07,2025-11-07,long,1.154794490814209,1.1549211740493774,10000,1.266832351685121,0.00010970197396697985,eod
A,2025-11-11,2025-11-11,long,1.1587250595092773,1.1557220220565796,10000,-30.03037452697699,-0.002591673864350092,eod
A,2025-11-13,2025-11-13,long,1.1602968339920043,1.159218668937683,10000,-10.78165054321234,-0.0009292148549710373,eod
A,2025-11-25,2025-11-25,long,1.1556345586776733,1.1520073413848877,10000,-36.27217292785589,-0.0031387234533172903,eod
A,2025-11-27,2025-11-27,long,1.1607274179458618,1.1602139472961426,10000,-5.134706497191832,-0.00044236970866758,eod
A,2025-12-01,2025-12-01,long,1.161171830177307,1.1601465940475464,10000,-10.252361297606871,-0.0008829323129584852,eod
A,2025-12-04,2025-12-04,long,1.1680832271575927,1.1666841506958008,10000,-13.990764617919371,-0.0011977540891469198,eod
A,2025-12-11,2025-12-11,long,1.166245735168457,1.172259302139282,10000,60.13566970825002,0.005156346376654813,take_profit
A,2025-12-15,2025-12-15,long,1.1751740341186523,1.1737639904022217,10000,-14.10043716430609,-0.0011998594893122382,eod
A,2025-12-16,2025-12-16,long,1.1774136190414428,1.1754610538482666,10000,-19.525651931762145,-0.0016583511194356991,eod
A,2025-12-22,2025-12-22,long,1.1742502813339233,1.1708093881607056,10000,-34.40893173217718,-0.0029302894177797743,eod
A,2025-12-23,2025-12-23,long,1.177524483680725,1.1765950918197632,10000,-9.29391860961859,-0.0007892760395577941,eod
A,2026-01-02,2026-01-02,long,1.1763756637573242,1.1720856428146362,10000,-42.90020942687933,-0.0036468120472551075,stop_loss
A,2026-01-06,2026-01-06,long,1.1723658208847045,1.1714951992034912,10000,-8.706216812133238,-0.0007426194671526035,eod
A,2026-01-12,2026-01-12,long,1.1665448312759399,1.1623716354370117,10000,-41.73195838928167,-0.0035773985937288173,eod
A,2026-01-19,2026-01-19,long,1.1631555919647216,1.162493348121643,10000,-6.622438430785582,-0.0005693510375167796,eod
A,2026-01-20,2026-01-20,long,1.165458119392395,1.1722132277488706,10000,67.55108356475637,0.005796097040361583,take_profit
A,2026-01-22,2026-01-22,long,1.1747602586746215,1.169700026512146,10000,-50.602321624755305,-0.004307459437029769,stop_loss
A,2026-01-23,2026-01-23,long,1.1755743389129638,1.1754610538482666,10000,-1.1328506469721056,-9.636571754531797e-05,eod
A,2026-01-26,2026-01-26,long,1.1780649785995483,1.1858175110816953,10000,77.52532482147024,0.006580734189520703,take_profit
A,2026-01-27,2026-01-27,long,1.1909903650283813,1.1876484155654907,10000,-33.419494628905696,-0.0028060256077814126,eod
A,2026-02-06,2026-02-06,long,1.1825470094680786,1.1780505180358887,10000,-44.96491432189886,-0.0038023785914544344,stop_loss
A,2026-02-09,2026-02-09,long,1.1831481819152831,1.182578206062317,10000,-5.699758529662535,-0.00048174511162547303,eod
A,2026-02-23,2026-02-23,long,1.1811097030639648,1.1834739446640015,10000,23.64241600036676,0.00200171211353484,eod
A,2026-02-26,2026-02-26,long,1.181290901184082,1.181516408920288,10000,2.2550773620610975,0.00019089941011148838,eod
A,2026-03-10,2026-03-10,long,1.159866488456726,1.1617234945297241,10000,18.57006072998102,0.0016010515791942254,eod
A,2026-03-17,2026-03-17,long,1.1506259803771972,1.1499539613723755,10000,-6.720190048217223,-0.0005840464375760241,eod
A,2026-03-20,2026-03-20,long,1.1541552906036376,1.157755732536316,10000,36.00441932678278,0.003119547223836059,eod
A,2026-03-23,2026-03-23,long,1.1586177711486816,1.1526447534561157,10000,-59.730176925658625,-0.005155296113440474,stop_loss
A,2026-03-31,2026-03-31,long,1.152839220046997,1.1460003852844238,10000,-68.38834762573187,-0.005932166987079423,eod
A,2026-04-06,2026-04-06,long,1.1553677682876586,1.1520869731903076,10000,-32.80795097351019,-0.0028396110635952763,stop_loss
A,2026-04-07,2026-04-07,long,1.1575056676864623,1.1541212797164917,10000,-33.84387969970648,-0.0029238629792069314,eod
A,2026-04-10,2026-04-10,long,1.171131170272827,1.1691256761550903,10000,-20.054941177367613,-0.0017124419267822585,eod
A,2026-04-14,2026-04-14,long,1.1724481945037841,1.1803997468948362,10000,79.51552391052053,0.006782007451013554,take_profit
A,2026-04-16,2026-04-16,long,1.1815559034347534,1.177398681640625,10000,-41.572217941283625,-0.0035184300480776438,stop_loss
A,2026-04-17,2026-04-17,long,1.182882583618164,1.1782727241516113,10000,-46.09859466552679,-0.0038971403674337535,eod
A,2026-04-27,2026-04-27,long,1.17255810546875,1.1706448793411255,10000,-19.132261276244567,-0.0016316685021418296,eod
A,2026-04-30,2026-04-30,long,1.172695553779602,1.1683608293533325,10000,-43.34724426269476,-0.0036963766190625043,stop_loss
